
ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
403,42676,,เวล บีอิ้ง คลินิกเวชกรรม,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
406,42719,,คลินิกเฉพาะทางด้านเวชกรรมกระดูกแพทย์ณัฐพล,,บ้านบึง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
407,42722,,โฮมเมดแล็บคลินิกเทคนิคการแพทย์,,นาป่า,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
408,42743,,คลินิกเฉพาะทางด้านเวชกรรมศัลยศาสตร์ตกแต่งนายแพทย์นวรัช,,ศรีราชา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
410,42799,,คลินิกบ้านบึงแล็บ,,บ้านบึง,บ้านบึง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
411,42805,,เอ็มไอทีชลบุรีคลินิกเทคนิคการแพทย์,,ทุ่งสุขลา,ศรีราชา,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
412,42810,,เฟรช เมดิก คลินิกเวชกรรม,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
413,42813,,สามแยกคลินิกเวชกรรม,,นาเกลือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
414,42824,,ลัลลาบาย คลินิกเวชกรรม,,เสม็ด,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
415,42854,,คลินิกกายภาพบำบัดอินทิเกรต,,พนัสนิคม,พนัสนิคม,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
417,42891,,เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ คลินิกเทคนิกการแพทย์ สาขาชลบุรี,,บ้านสวน,เมืองชลบุรี,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
418,42913,,เจเนอรัลคลินิกเวชกรรม,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
419,42917,,คลินิกเวชกรรมแพทย์ธนพร-ธนวร,,หนองกะขะ,พานทอง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
420,42930,,คลินิกทันตกรรมอรุณโรจน์,,หนองปรือ,บางละมุง,,ชลบุรี,เขต 6 ระยอง,,สถานบริการที่ไม่ขึ้นทะเบียนเป็นหน่วยบริการ,,,เอกชน,คลินิก (เอกชน),
